year,selling_price,km_driven,car_age,owner_encoded,fuel_Diesel,fuel_Electric,fuel_LPG,fuel_Petrol,seller_type_Individual,seller_type_Trustmark Dealer,transmission_Manual,brand_encoded
-1.402565844787885,60000,0.06042669406686729,1.4025658447878866,1,False,False,False,True,True,False,True,18
-1.402565844787885,135000,-0.4342297905120908,1.4025658447878866,1,False,False,False,True,True,False,True,18
-0.22641758268964077,600000,0.8024114209353045,0.22641758268964243,1,True,False,False,False,True,False,True,10
0.9497306794086035,250000,-0.5331610874278825,-0.9497306794086018,1,False,False,False,True,True,False,True,5
0.24404172214965691,450000,1.8164572143221687,-0.24404172214965525,2,True,False,False,False,True,False,True,9
-1.402565844787885,140000,1.4207320266590022,1.4025658447878866,1,False,False,False,True,True,False,True,18
0.7145010269889546,550000,-1.0525503962357885,-0.7145010269889529,1,False,False,False,True,True,False,True,10
0.24404172214965691,240000,-0.18690154822261176,-0.24404172214965525,2,False,False,False,True,True,False,True,25
0.4792713745693058,850000,-1.0525503962357885,-0.4792713745693041,1,False,False,False,True,True,False,True,10
0.9497306794086035,365000,0.2582892878984505,-0.9497306794086018,1,False,False,False,False,True,False,True,18
0.4792713745693058,260000,-0.8052221539463095,-0.4792713745693041,1,False,False,False,True,True,False,True,3
0.24404172214965691,250000,0.8024114209353045,-0.24404172214965525,1,False,False,False,True,True,False,True,25
1.1849603318282522,1200000,-1.0525503962357885,-1.1849603318282507,1,False,False,False,True,False,False,False,26
0.4792713745693058,585000,-1.0772832204647365,-0.4792713745693041,1,False,False,False,True,False,False,True,18
1.420189984247901,1195000,-1.5472068808147466,-1.4201899842478996,1,True,False,False,False,False,False,True,10
0.008812069730008075,390000,-0.8546878024042053,-0.008812069730006403,2,True,False,False,False,True,False,True,3
0.24404172214965691,1200000,-0.9783519235489447,-0.24404172214965525,1,True,False,False,False,False,False,False,12
0.008812069730008075,1200000,-0.21163437245155967,-0.008812069730006403,1,True,False,False,False,False,False,False,19
1.1849603318282522,975000,-1.5595732929292205,-1.1849603318282507,1,True,False,False,False,False,False,False,18
-0.4616472351092896,1190000,2.5584419411906056,0.4616472351092913,1,True,False,False,False,False,False,False,1
1.1849603318282522,930000,-1.3122450506397414,-1.1849603318282507,1,False,False,False,True,False,False,True,9
1.1849603318282522,525000,-1.2998786385252676,-1.1849603318282507,1,False,False,False,True,True,False,True,25
0.008812069730008075,1200000,-0.4342297905120908,-0.008812069730006403,1,True,False,False,False,False,False,False,1
-0.22641758268964077,1200000,-0.8349015430210469,0.22641758268964243,2,True,False,False,False,False,False,False,19
-0.4616472351092896,450000,1.5542892774953208,0.4616472351092913,2,True,False,False,False,False,False,False,24
0.7145010269889546,900000,-0.4342297905120908,-0.7145010269889529,1,False,False,False,True,True,False,False,26
0.4792713745693058,1200000,0.3077549363563464,-0.4792713745693041,1,True,False,False,False,True,False,True,26
1.420189984247901,1200000,-1.423542759670007,-1.4201899842478996,1,False,False,False,True,True,False,True,13
-0.6968768875289385,850000,1.2723350812853147,0.6968768875289402,1,False,False,False,True,False,False,False,19
0.24404172214965691,229999,-0.18690154822261176,-0.24404172214965525,4,False,False,False,True,True,False,True,10
0.008812069730008075,1200000,0.20387707459476515,-0.008812069730006403,2,True,False,False,False,False,False,False,2
-0.9321065399485873,1200000,0.2582892878984505,0.9321065399485889,3,True,False,False,False,False,False,False,1
-0.22641758268964077,625000,-0.6815580328015699,0.22641758268964243,1,True,False,False,False,True,False,True,10
0.24404172214965691,1050000,-0.4342297905120908,-0.24404172214965525,1,True,False,False,False,True,False,True,17
0.24404172214965691,560000,0.1593579909826589,-0.24404172214965525,2,True,False,False,False,True,False,True,9
0.24404172214965691,290000,-0.08797025130682015,-0.24404172214965525,2,False,False,False,True,True,False,True,18
-0.22641758268964077,275000,-0.18690154822261176,0.22641758268964243,2,False,False,False,True,True,False,True,18
-0.9321065399485873,411000,1.2970679055142627,0.9321065399485889,2,True,False,False,False,True,False,True,17
-0.9321065399485873,150000,0.2830221121273985,0.9321065399485889,3,False,False,False,True,True,False,True,10
1.420189984247901,500000,-1.2998786385252676,-1.4201899842478996,1,False,False,False,True,True,False,True,10
-1.637795497207534,100000,0.3077549363563464,1.6377954972075355,1,False,False,False,True,True,False,True,18
0.9497306794086035,725000,-1.2133137537239498,-0.9497306794086018,1,True,False,False,False,False,False,True,18
1.1849603318282522,401000,-1.4185961948242174,-1.1849603318282507,1,False,False,False,True,False,False,True,18
1.1849603318282522,750000,-0.9536190993199969,-1.1849603318282507,1,True,False,False,False,False,False,True,10
1.1849603318282522,310000,-0.9783519235489447,-1.1849603318282507,1,False,False,False,True,False,False,True,18
0.7145010269889546,665000,-0.5331610874278825,-0.7145010269889529,1,True,False,False,False,False,False,True,18
0.24404172214965691,465000,0.06042669406686729,-0.24404172214965525,1,True,False,False,False,False,False,True,10
